RUN	RecordedSimulation	recordedsimulation	1622562572649	futures	3.5.1
USER	RecordedSimulation	START	1622562573368
REQUEST		init_5_player	1622562573390	1622562573468	OK	 
REQUEST		set_name_1	1622562574487	1622562574494	OK	 
REQUEST		set_name_2	1622562575495	1622562575498	OK	 
REQUEST		set_name_3	1622562576500	1622562576503	OK	 
REQUEST		set_name_4	1622562577504	1622562577507	OK	 
REQUEST		set_color_1	1622562578509	1622562578516	OK	 
REQUEST		set_color_2	1622562579517	1622562579520	OK	 
REQUEST		set_color_3	1622562580522	1622562580526	OK	 
REQUEST		set_color_4	1622562581529	1622562581532	OK	 
REQUEST		start_game	1622562582533	1622562582536	OK	 
REQUEST		move_mrx_65_taxi	1622562583537	1622562583563	OK	 
REQUEST		move_dt1_67_underground	1622562584564	1622562584589	OK	 
REQUEST		move_dt2_27_taxi	1622562585591	1622562585600	OK	 
REQUEST		move_dt3_55_bus	1622562586601	1622562586607	OK	 
REQUEST		move_dt4_48_taxi	1622562587609	1622562587615	OK	 
REQUEST		save	1622562589616	1622562589653	OK	 
REQUEST		load	1622562591654	1622562591742	OK	 
REQUEST		init_5_player	1622562591743	1622562591796	OK	 
REQUEST		set_name_1	1622562592797	1622562592802	OK	 
REQUEST		set_name_2	1622562593803	1622562593807	OK	 
REQUEST		set_name_3	1622562594808	1622562594813	OK	 
REQUEST		set_name_4	1622562595816	1622562595819	OK	 
REQUEST		set_color_1	1622562596823	1622562596826	OK	 
REQUEST		set_color_2	1622562597827	1622562597830	OK	 
REQUEST		set_color_3	1622562598831	1622562598833	OK	 
REQUEST		set_color_4	1622562599835	1622562599837	OK	 
REQUEST		start_game	1622562600839	1622562600841	OK	 
REQUEST		move_mrx_65_taxi	1622562601842	1622562601849	OK	 
REQUEST		move_dt1_67_underground	1622562602854	1622562602885	OK	 
REQUEST		move_dt2_27_taxi	1622562603886	1622562603892	OK	 
REQUEST		move_dt3_55_bus	1622562604893	1622562604899	OK	 
REQUEST		move_dt4_48_taxi	1622562605900	1622562605905	OK	 
REQUEST		save	1622562607906	1622562607930	OK	 
REQUEST		load	1622562609931	1622562610014	OK	 
REQUEST		init_5_player	1622562610015	1622562610046	OK	 
REQUEST		set_name_1	1622562611051	1622562611054	OK	 
REQUEST		set_name_2	1622562612056	1622562612059	OK	 
REQUEST		set_name_3	1622562613063	1622562613065	OK	 
REQUEST		set_name_4	1622562614066	1622562614070	OK	 
REQUEST		set_color_1	1622562615072	1622562615074	OK	 
REQUEST		set_color_2	1622562616076	1622562616080	OK	 
