RUN	RecordedSimulation	recordedsimulation	1621188401089	postgres_after_gameinitopt_repeat10_linux	3.5.1
USER	RecordedSimulation	START	1621188401675
REQUEST		init_5_player	1621188401698	1621188401827	OK	 
REQUEST		set_name_1	1621188402838	1621188402847	OK	 
REQUEST		set_name_2	1621188403849	1621188403852	OK	 
REQUEST		set_name_3	1621188404854	1621188404864	OK	 
REQUEST		set_name_4	1621188405865	1621188405868	OK	 
REQUEST		set_color_1	1621188406869	1621188406873	OK	 
REQUEST		set_color_2	1621188407874	1621188407877	OK	 
REQUEST		set_color_3	1621188408879	1621188408882	OK	 
REQUEST		set_color_4	1621188409883	1621188409886	OK	 
REQUEST		start_game	1621188410888	1621188410891	OK	 
REQUEST		move_mrx_65_taxi	1621188411892	1621188411907	OK	 
REQUEST		move_dt1_67_underground	1621188412908	1621188412914	OK	 
REQUEST		move_dt2_27_taxi	1621188413918	1621188413924	OK	 
REQUEST		move_dt3_55_bus	1621188414925	1621188414931	OK	 
REQUEST		move_dt4_48_taxi	1621188415933	1621188415939	OK	 
REQUEST		save	1621188417940	1621188418389	OK	 
REQUEST		load	1621188420389	1621188420548	OK	 
REQUEST		init_5_player	1621188420548	1621188420645	OK	 
REQUEST		set_name_1	1621188421647	1621188421650	OK	 
REQUEST		set_name_2	1621188422652	1621188422655	OK	 
REQUEST		set_name_3	1621188423657	1621188423665	OK	 
REQUEST		set_name_4	1621188424667	1621188424670	OK	 
REQUEST		set_color_1	1621188425671	1621188425674	OK	 
REQUEST		set_color_2	1621188426675	1621188426681	OK	 
REQUEST		set_color_3	1621188427681	1621188427684	OK	 
REQUEST		set_color_4	1621188428687	1621188428690	OK	 
REQUEST		start_game	1621188429691	1621188429693	OK	 
REQUEST		move_mrx_65_taxi	1621188430694	1621188430700	OK	 
REQUEST		move_dt1_67_underground	1621188431701	1621188431707	OK	 
REQUEST		move_dt2_27_taxi	1621188432707	1621188432712	OK	 
REQUEST		move_dt3_55_bus	1621188433713	1621188433718	OK	 
REQUEST		move_dt4_48_taxi	1621188434719	1621188434733	OK	 
REQUEST		save	1621188436737	1621188436886	OK	 
REQUEST		load	1621188438888	1621188438980	OK	 
REQUEST		init_5_player	1621188438980	1621188439065	OK	 
REQUEST		set_name_1	1621188440066	1621188440069	OK	 
REQUEST		set_name_2	1621188441073	1621188441075	OK	 
REQUEST		set_name_3	1621188442076	1621188442079	OK	 
REQUEST		set_name_4	1621188443081	1621188443084	OK	 
REQUEST		set_color_1	1621188444086	1621188444088	OK	 
REQUEST		set_color_2	1621188445091	1621188445093	OK	 
REQUEST		set_color_3	1621188446095	1621188446098	OK	 
REQUEST		set_color_4	1621188447099	1621188447102	OK	 
REQUEST		start_game	1621188448104	1621188448105	OK	 
REQUEST		move_mrx_65_taxi	1621188449107	1621188449111	OK	 
REQUEST		move_dt1_67_underground	1621188450112	1621188450118	OK	 
REQUEST		move_dt2_27_taxi	1621188451120	1621188451125	OK	 
REQUEST		move_dt3_55_bus	1621188452127	1621188452131	OK	 
REQUEST		move_dt4_48_taxi	1621188453132	1621188453136	OK	 
REQUEST		save	1621188455137	1621188455253	OK	 
REQUEST		load	1621188457255	1621188457355	OK	 
REQUEST		init_5_player	1621188457357	1621188457410	OK	 
REQUEST		set_name_1	1621188458411	1621188458414	OK	 
REQUEST		set_name_2	1621188459416	1621188459418	OK	 
REQUEST		set_name_3	1621188460419	1621188460422	OK	 
REQUEST		set_name_4	1621188461425	1621188461427	OK	 
REQUEST		set_color_1	1621188462431	1621188462433	OK	 
REQUEST		set_color_2	1621188463434	1621188463437	OK	 
REQUEST		set_color_3	1621188464439	1621188464441	OK	 
REQUEST		set_color_4	1621188465445	1621188465447	OK	 
REQUEST		start_game	1621188466448	1621188466450	OK	 
REQUEST		move_mrx_65_taxi	1621188467452	1621188467455	OK	 
REQUEST		move_dt1_67_underground	1621188468457	1621188468462	OK	 
REQUEST		move_dt2_27_taxi	1621188469462	1621188469466	OK	 
REQUEST		move_dt3_55_bus	1621188470468	1621188470471	OK	 
REQUEST		move_dt4_48_taxi	1621188471473	1621188471476	OK	 
REQUEST		save	1621188473477	1621188473583	OK	 
REQUEST		load	1621188475585	1621188475682	OK	 
REQUEST		init_5_player	1621188475682	1621188475739	OK	 
REQUEST		set_name_1	1621188476740	1621188476743	OK	 
REQUEST		set_name_2	1621188477743	1621188477745	OK	 
REQUEST		set_name_3	1621188478747	1621188478750	OK	 
REQUEST		set_name_4	1621188479750	1621188479753	OK	 
REQUEST		set_color_1	1621188480754	1621188480757	OK	 
REQUEST		set_color_2	1621188481760	1621188481763	OK	 
REQUEST		set_color_3	1621188482763	1621188482766	OK	 
REQUEST		set_color_4	1621188483767	1621188483773	OK	 
REQUEST		start_game	1621188484775	1621188484777	OK	 
REQUEST		move_mrx_65_taxi	1621188485778	1621188485782	OK	 
REQUEST		move_dt1_67_underground	1621188486784	1621188486790	OK	 
REQUEST		move_dt2_27_taxi	1621188487791	1621188487795	OK	 
REQUEST		move_dt3_55_bus	1621188488796	1621188488800	OK	 
REQUEST		move_dt4_48_taxi	1621188489803	1621188489806	OK	 
REQUEST		save	1621188491807	1621188491928	OK	 
REQUEST		load	1621188493930	1621188494011	OK	 
REQUEST		init_5_player	1621188494011	1621188494079	OK	 
REQUEST		set_name_1	1621188495081	1621188495084	OK	 
REQUEST		set_name_2	1621188496085	1621188496088	OK	 
REQUEST		set_name_3	1621188497089	1621188497091	OK	 
REQUEST		set_name_4	1621188498092	1621188498095	OK	 
REQUEST		set_color_1	1621188499096	1621188499098	OK	 
REQUEST		set_color_2	1621188500099	1621188500102	OK	 
REQUEST		set_color_3	1621188501103	1621188501105	OK	 
REQUEST		set_color_4	1621188502107	1621188502109	OK	 
REQUEST		start_game	1621188503110	1621188503112	OK	 
REQUEST		move_mrx_65_taxi	1621188504113	1621188504116	OK	 
REQUEST		move_dt1_67_underground	1621188505117	1621188505120	OK	 
REQUEST		move_dt2_27_taxi	1621188506124	1621188506128	OK	 
REQUEST		move_dt3_55_bus	1621188507130	1621188507133	OK	 
REQUEST		move_dt4_48_taxi	1621188508134	1621188508138	OK	 
REQUEST		save	1621188510139	1621188510253	OK	 
REQUEST		load	1621188512254	1621188512338	OK	 
REQUEST		init_5_player	1621188512338	1621188512373	OK	 
REQUEST		set_name_1	1621188513374	1621188513376	OK	 
REQUEST		set_name_2	1621188514378	1621188514380	OK	 
REQUEST		set_name_3	1621188515382	1621188515384	OK	 
REQUEST		set_name_4	1621188516386	1621188516388	OK	 
REQUEST		set_color_1	1621188517389	1621188517391	OK	 
REQUEST		set_color_2	1621188518392	1621188518395	OK	 
REQUEST		set_color_3	1621188519397	1621188519399	OK	 
REQUEST		set_color_4	1621188520402	1621188520404	OK	 
REQUEST		start_game	1621188521405	1621188521407	OK	 
REQUEST		move_mrx_65_taxi	1621188522409	1621188522412	OK	 
REQUEST		move_dt1_67_underground	1621188523415	1621188523418	OK	 
REQUEST		move_dt2_27_taxi	1621188524420	1621188524423	OK	 
REQUEST		move_dt3_55_bus	1621188525425	1621188525428	OK	 
REQUEST		move_dt4_48_taxi	1621188526429	1621188526432	OK	 
REQUEST		save	1621188528433	1621188528505	OK	 
REQUEST		load	1621188530507	1621188530564	OK	 
REQUEST		init_5_player	1621188530565	1621188530606	OK	 
REQUEST		set_name_1	1621188531606	1621188531609	OK	 
REQUEST		set_name_2	1621188532609	1621188532611	OK	 
REQUEST		set_name_3	1621188533612	1621188533614	OK	 
REQUEST		set_name_4	1621188534615	1621188534617	OK	 
REQUEST		set_color_1	1621188535619	1621188535621	OK	 
REQUEST		set_color_2	1621188536622	1621188536624	OK	 
REQUEST		set_color_3	1621188537625	1621188537627	OK	 
REQUEST		set_color_4	1621188538629	1621188538631	OK	 
REQUEST		start_game	1621188539632	1621188539634	OK	 
REQUEST		move_mrx_65_taxi	1621188540634	1621188540638	OK	 
REQUEST		move_dt1_67_underground	1621188541638	1621188541643	OK	 
REQUEST		move_dt2_27_taxi	1621188542644	1621188542647	OK	 
REQUEST		move_dt3_55_bus	1621188543649	1621188543652	OK	 
REQUEST		move_dt4_48_taxi	1621188544653	1621188544656	OK	 
REQUEST		save	1621188546662	1621188546756	OK	 
REQUEST		load	1621188548758	1621188548820	OK	 
REQUEST		init_5_player	1621188548821	1621188548854	OK	 
REQUEST		set_name_1	1621188549855	1621188549857	OK	 
REQUEST		set_name_2	1621188550857	1621188550860	OK	 
REQUEST		set_name_3	1621188551861	1621188551863	OK	 
REQUEST		set_name_4	1621188552864	1621188552866	OK	 
REQUEST		set_color_1	1621188553868	1621188553870	OK	 
REQUEST		set_color_2	1621188554871	1621188554873	OK	 
REQUEST		set_color_3	1621188555875	1621188555881	OK	 
REQUEST		set_color_4	1621188556882	1621188556884	OK	 
REQUEST		start_game	1621188557887	1621188557889	OK	 
REQUEST		move_mrx_65_taxi	1621188558890	1621188558893	OK	 
REQUEST		move_dt1_67_underground	1621188559894	1621188559898	OK	 
REQUEST		move_dt2_27_taxi	1621188560899	1621188560902	OK	 
REQUEST		move_dt3_55_bus	1621188561904	1621188561907	OK	 
